,predictions
128,106.056553951
129,104.394592375
130,103.792405639
131,104.227749559
132,103.822211009
133,103.868108624
134,103.520822773
135,103.757025355
136,103.836787585
137,103.803478975
138,103.692906615
139,103.694218145
140,103.768757706
141,103.864574078
142,103.733796185
143,102.981418124
144,103.074392971
145,103.335500949
146,103.800040972
147,104.263526588
148,104.501946505
149,106.471703922
150,108.12911744
151,108.155456451
152,107.850871368
153,111.076358998
154,113.12691373
155,113.144761673
156,114.758445328
157,118.637783821
158,119.674160694
159,120.500230345
160,120.639679058
161,121.851923174
162,122.047627498
163,121.324461703
164,118.607048668
165,118.391591555
166,118.638136367
167,119.356961878
168,120.052417315
169,121.287431393
170,123.373654118
171,124.444118398
172,124.493574765
173,123.732677621
174,122.957803787
175,120.971922629
176,119.574253469
177,120.448408411
178,121.02879821
179,120.761828921
180,119.754974827
181,119.578243388
182,116.510850485
183,114.692361312
184,113.594805693
185,112.951695166
186,112.830585523
187,112.197434115
188,111.960760398
189,110.849221332
190,110.056262653
191,109.608978306
192,109.028260998
193,108.867840294
194,108.592249274
195,107.866464379
196,108.209500484
197,110.210830197
198,111.321769493
199,111.96244367
200,111.86146312
201,112.655372654
202,112.585241374
203,111.903056652
204,112.134242126
205,111.693273394
206,111.445460656
207,111.621288393
208,113.802276988
209,114.450985233
210,114.102904644
211,114.189224859
212,113.291075182
213,113.823487042
214,115.093190441
215,116.377165368
216,115.893170062
217,116.726748681
218,116.756207472
219,116.879491292
220,118.539199432
221,118.89177072
222,118.683736801
223,120.483057262
224,121.374686478
225,123.301050543
226,125.255945491
227,124.66961391
228,124.117257699
229,123.615972446
230,123.889461109
231,122.795537954
232,123.442726577
233,123.916179269
234,124.164215725
235,125.176191434
236,126.200792005
237,127.947488251
238,128.30249096
239,128.533991618
240,128.529127135
241,129.608110136
242,128.235163088
243,126.601848669
244,126.766282857
245,125.613375142
246,125.063129082
247,124.714874823
248,123.625521614
249,123.251203591
250,122.449222687
251,122.469494291
252,123.384203384
253,123.518715847
254,120.827215033
255,118.097244149
256,116.627118943
257,115.027427023
258,114.830266951
259,116.017150761
260,117.576071245
261,118.570273348
262,118.490594925
263,119.185242886
264,119.556429133
265,119.711593394
266,121.078897858
267,120.651063711
268,119.744220915
269,119.897207212
270,118.246964644
271,118.896897457
272,118.932339617
273,118.791679205
274,120.700545507
275,119.483448869
276,118.520256687
277,118.641397667
278,118.867805588
279,120.69143417
280,119.95439801
281,119.79807832
282,119.300883785
283,117.606070599
284,117.994553367
285,119.482066539
286,119.381345581
287,119.569020715
288,119.450568983
289,119.337051466
290,118.843394303
291,119.035461281
292,118.597193183
293,119.015033755
294,117.999986073
295,117.19403409
296,117.039857643
297,117.110123415
298,115.957656409
299,115.539992239
300,115.639974578
301,114.515313614
302,115.53169483
303,114.880413224
304,115.491104849
305,115.749507975
306,116.346489768
307,116.189884323
308,115.871667509
309,114.265306094
310,113.453591943
311,113.486677985
312,112.300137417
313,112.089506554
314,113.497312975
315,112.897884231
316,112.430936923
317,112.624355282
318,111.99426836
319,112.94563892
320,113.39648524
321,114.249462071
322,112.3590266
323,112.381113546
324,111.807247018
325,111.913291953
326,112.742060034
327,114.633948199
328,114.020558163
329,113.155007442
330,113.754179662
331,114.182881094
332,112.86549323
333,113.621040314
334,114.410640683
335,113.446303002
336,114.148309896
337,112.866474848
338,113.03246922
339,113.067544675
340,113.274526841
341,112.338005678
342,113.310613908
343,115.007000805
344,117.027621325
345,118.852361913
346,117.613394865
347,117.102788189
348,118.994665497
349,117.847549922
350,117.546560885
351,118.841445338
352,117.57634003
353,116.287149223
354,115.367954495
355,117.808276414
356,118.438449115
357,118.541947865
358,122.32580478
359,122.583966984
360,122.457470675
361,118.006066753
362,116.059635299
363,116.100605874
364,115.911223985
365,115.165883235
366,115.691688939
367,119.316422922
368,122.152798136
369,121.57008125
370,119.775706258
371,117.958243359
372,117.255952434
373,118.949231045
374,120.774431384
375,121.551311199
376,121.233439971
377,119.295545873
378,117.985343596
379,116.121256681
380,117.386137476
381,119.889738012
382,122.512155386
383,119.757782404
384,117.473782545
385,118.367568825
386,120.228246089
387,120.860268068
388,120.781182265
389,118.783031199
390,117.595655241
391,117.521327614
392,118.849093743
393,120.467893473
394,124.272815238
395,123.99928807
396,121.892403659
397,120.7879133
398,118.192206376
399,117.281587961
400,115.208148169
401,115.713690749
402,117.367705828
403,120.297612788
404,121.91563815
405,119.161216713
406,114.978816606
407,112.232922226
408,113.226744474
409,119.308529903
410,117.750514582
411,114.982613657
412,112.500435543
413,112.92960695
414,116.821380484
415,120.264774093
416,118.735965924
417,117.39221197
418,117.306676208
419,120.252338388
420,118.68446313
421,117.210229634
422,117.88281037
423,118.682192961
424,116.661044505
425,116.210632382
426,115.147212152
427,114.166218309
428,113.259829396
429,113.635909482
430,113.483953181
431,113.297305393
432,113.832339025
433,115.161561175
434,115.130300437
435,114.735447454
436,116.363630452
437,117.29325592
438,115.300949151
439,113.564429595
440,112.425816329
441,111.08412901
442,111.001604673
443,115.30005178
444,116.517916384
445,114.237973106
446,110.073155949
447,110.307799002
448,112.401373374
449,112.271675871
450,113.663150046
451,113.707202426
452,111.043892563
453,109.865562453
454,112.91921633
455,112.107165542
456,110.785166928
457,109.519595854
458,109.766297302
459,110.368858313
460,110.638291314
461,106.78086873
462,105.018036447
463,106.530185512
464,108.572878977
465,112.893341282
466,112.212319482
467,108.971157455
468,110.129619945
469,114.13406317
470,113.399401309
471,110.942032689
472,112.160670736
473,112.140433134
474,112.650101065
475,110.356643646
476,109.824498934
477,109.201771912
478,110.398463996
479,112.439132339
480,112.774070231
481,108.481505131
482,107.173118115
483,110.83213394
484,113.081175392
485,109.469906605
486,106.693104162
487,107.26291298
488,109.157133333
489,110.765707719
490,108.942805112
491,104.76478604
492,104.670341444
493,107.193667829
494,108.828497821
495,110.895578975
496,108.3199068
497,106.686492437
498,106.668188096
499,106.235728999
500,105.002049088
501,107.833009898
502,107.930991359
503,105.540203308
504,105.150221606
505,107.399613958
506,106.670938748
507,106.370372238
508,107.539028106
509,109.187845013
510,110.995777569
511,113.396853598
512,114.173888746
513,111.747265168
514,109.688287467
515,109.631789817
516,109.587491429
517,113.53896563
518,113.22084786
519,110.788359103
520,112.030718331
521,112.22660642
522,110.802491782
523,111.326649124
524,109.615242398
525,110.547521032
526,108.620422501
527,107.407953988
528,110.453609535
529,110.277452111
530,107.349259013
531,107.758123014
532,112.143255528
533,113.167967694
534,110.046283288
535,108.433943152
536,108.92553962
537,109.07044311
538,108.833130109
539,109.29086133
540,110.97215263
541,109.652328192
542,110.536644121
543,111.407003429
544,109.68880946
545,111.682134509
546,113.069683705
547,112.247443787
548,110.327371572
549,108.666691202
550,109.544602738
551,109.932037302
552,112.721093317
553,111.358599989
554,108.921501305
555,110.73433658
556,109.384072318
557,108.879655771
558,109.398578652
559,110.676461864
560,112.592048914
561,110.297051431
562,109.268330315
563,109.953712823
564,107.918385381
565,107.625058521
566,109.623072934
567,108.418552097
568,107.224937635
569,108.012199119
570,108.347117768
571,106.920113149
572,106.885006859
573,106.337179573
574,108.061398585
575,107.894423368
576,106.526150976
577,108.198438688
578,109.530150621
579,108.170530916
580,107.151812136
581,106.808089875
582,106.43136326
583,107.136408419
584,107.128731843
585,105.021711026
586,106.990666112
587,109.015426317
588,108.784149715
589,106.872469142
590,106.99908589
591,108.43352048
592,107.751349925
593,107.145487912
594,108.898648257
595,108.964311244
596,106.394648962
597,107.403864714
598,109.487190912
599,109.73787243
600,107.022846625
601,108.121017835
602,110.239620622
603,109.804296046
604,109.349444525
605,109.847923656
606,112.618734814
607,113.150999292
608,109.564410332
609,109.706525444
610,109.333348038
611,113.506725465
612,109.415923623
613,108.199685295
614,111.214945836
615,113.232787998
616,112.038091264
617,111.377356115
618,109.956125777
619,106.78175757
620,108.746127067
621,112.774565283
622,111.364218868
623,110.470501111
624,112.388468501
625,112.037604836
626,110.630872149
627,111.951738087
628,113.005152746
629,111.382640667
630,111.500338255
631,114.118662992
632,114.851210547
633,111.35906266
634,110.464549071
635,112.539681694
636,109.476694584
637,111.225760199
638,114.15473583
639,110.82808803
640,111.371470642
641,111.957497309
642,110.403090922
643,108.466593626
644,111.633955302
645,110.615107732
646,108.17459804
647,108.999706237
648,111.963741465
649,111.162925309
650,110.875844467
651,113.803417734
652,112.354393324
653,111.018953208
654,111.647271701
655,112.571645342
656,113.927491315
657,113.917604907
658,109.735522294
659,106.945286664
660,105.890377891
661,110.709559046
662,112.358802176
663,110.718589828
664,112.311352507
665,110.580326321
666,109.073381304
667,108.06888333
668,109.112938117
669,113.573134558
670,110.422407934
671,109.902365346
672,111.016280324
673,110.558615944
674,109.256890775
675,109.735468445
676,112.149539674
677,107.472669319
678,104.894244269
679,104.912984621
680,106.73171742
681,106.961932226
682,106.353115759
683,106.170323306
684,104.875954504
685,105.533833875
686,108.756015325
687,107.385751353
688,103.503008206
689,103.691869214
690,106.574397785
691,105.761299983
692,104.182472839
693,106.620441062
694,107.036709256
695,105.459046318
696,106.161772201
697,105.195427886
698,104.799328252
699,103.518818696
700,103.775528393
701,103.601556123
702,103.719229547
703,104.636676443
704,107.509302816
705,108.274160735
706,104.525794204
707,105.279602316
708,106.535601902
709,104.771911726
710,107.269263414
711,108.336166847
712,106.935228716
713,104.881525657
714,104.122818941
715,103.920814012
716,103.30966992
717,103.411945077
718,103.485126175
719,103.494621867
720,103.633274168
721,103.46644084
722,104.083289744
723,103.914354942
724,103.575862304
725,103.598202449
726,104.091487317
727,103.849510704
728,103.337798456
729,104.013947064
730,103.892013499
731,103.465582377
732,103.032512556
733,103.495160474
734,103.550129378
735,103.324965939
736,103.407695666
737,103.47209532
738,102.896735789
739,102.99630011
740,102.511895108
741,102.710610573
742,103.188180091
743,103.582833035
744,103.837557318
745,104.448219151
746,104.64196153
747,104.058797753
748,104.037825858
749,103.847160507
750,103.670801755
751,104.303011272
752,103.985299482
753,104.822637689
754,105.309133729
755,107.280577909
756,105.82939485
757,107.946289916
758,106.544497518
759,103.530838013
760,102.360639617
761,103.453423338
762,103.561565758
763,103.468317572
764,103.568385688
765,103.52628951
766,103.195989956
767,102.891755312
768,102.573165154
769,101.997255937
770,102.847300298
771,103.492105861
772,103.508848722
773,103.268091488
774,102.999402418
775,102.665735304
776,102.949899361
777,103.619464031
778,103.912222627
779,104.115719296
780,103.526899697
781,103.770517152
782,103.559172592
783,104.62461835
784,104.690816565
785,103.919294227
786,104.630067994
787,104.28380148
788,103.865222316
789,103.638309458
790,103.189438377
791,103.377438101
792,103.052169544
793,103.146247298
794,103.172607881
795,103.053358896
796,102.44470911
797,102.104993912
798,102.1916814
799,101.80147526
800,101.685003776
801,101.865419307
802,101.672689871
803,101.661922533
804,101.870150832
805,101.565148901
806,101.544790009
807,100.714024782
808,99.8850715026
809,100.091399739
810,100.058029154
811,100.76896143
812,100.622419146
813,100.513366973
814,100.598545694
815,100.551927431
816,100.830459491
817,100.750200203
818,101.028174094
819,100.254358192
820,100.647669121
821,100.6968981
822,101.709609428
823,101.185730733
824,100.552927601
825,100.532935116
826,101.215128489
827,101.404795378
828,101.283997639
829,101.38773272
830,101.542581015
831,101.652716105
832,101.474546792
833,101.674014474
834,101.606463506
835,101.423085784
836,101.05992662
837,100.882333999
838,100.896492629
839,101.559103953
840,101.023724557
841,100.704691179
842,100.85768472
843,101.113890242
844,100.958815532
845,100.499946155
846,101.188364121
847,100.862600934
848,100.290430706
849,100.923800914
850,100.462334103
851,100.362077482
852,101.09731085
853,101.127022341
854,101.319922998
855,101.822685283
856,101.217780914
857,101.91081242
858,101.906085466
859,102.088689423
860,102.188695873
861,102.050763831
862,102.285344845
863,101.999723936
864,101.969539637
865,101.851543334
866,102.313796813
867,102.617064351
868,102.859348913
869,103.540922211
870,103.197753137
871,102.901127772
872,102.592227956
873,102.559056907
874,102.766815347
875,102.723683628
876,102.659677132
877,102.931413071
878,102.335758566
879,103.371040489
880,102.687309858
881,103.493029012
882,103.202140327
883,103.06942732
884,103.392383264
885,103.121106188
886,103.534668424
887,103.578869968
888,104.265834689
889,103.68404322
890,104.042042213
891,104.226643627
892,105.048752167
893,105.074839117
894,104.039447244
895,103.868205727
896,104.265847018
897,104.079740336
898,103.887417632
899,104.625582411
900,105.010875143
901,104.047451805
902,104.18934189
903,106.960662524
904,106.483035455
905,104.815043198
906,106.372552961
907,105.285293498
908,104.575620405
909,104.82975991
910,106.967923374
911,107.157206567
912,107.216093633
913,104.647923872
914,106.891923745
915,105.141722713
916,105.887418629
917,106.106524011
918,104.250705105
919,104.60577754
920,104.251448668
921,104.953583048
922,104.790087821
923,104.975107743
924,104.843873366
925,106.789378929
926,104.862774365
927,104.578570052
928,104.149030799
929,104.481965117
930,104.170408638
931,104.516177943
932,104.419044543
933,103.903138083
934,104.769604216
935,105.426528602
936,104.035201863
937,104.333682513
938,106.022341011
939,105.293968993
940,108.701585847
941,109.397617711
942,104.034341975
943,106.77333811
944,107.700823989
945,107.655195579
946,106.54175282
947,105.10374723
948,106.504956443
949,107.174427459
950,105.549384314
951,104.972116994
952,108.433514995
953,106.630310951
954,104.59650901
955,104.6434875
956,104.412692596
957,106.904863757
958,109.094532845
959,107.598820219
960,104.656112918
961,106.739702532
962,108.566705213
963,104.627338368
964,106.693022002
965,109.252104978
966,107.320344919
967,108.699832001
968,111.025184738
969,108.170443458
970,106.325309556
971,108.681069652
972,105.357263139
973,106.592816358
974,111.118923124
975,112.255213261
976,107.275362977
977,105.087975606
978,109.049259047
979,108.346077682
980,108.680700977
981,107.926300263
982,104.125799186
983,104.725457107
984,109.286116163
985,113.056576972
986,108.400841676
987,109.545069729
988,113.144717693
989,112.347130351
990,112.880127407
991,109.415586154
992,109.148940477
993,110.268735543
994,111.644498274
995,108.659233741
996,107.932937664
997,109.972505793
998,113.310272701
999,111.915128798
1000,109.42782895
1001,109.918809945
1002,112.089623145
1003,114.905911991
1004,111.224296916
1005,107.468645205
1006,108.462387756
1007,111.414432536
1008,112.368057554
1009,111.822169832
1010,112.160444937
1011,111.971427015
1012,109.045469493
1013,110.077448941
1014,111.903636775
1015,111.722110047
1016,112.395236903
1017,112.442334906
1018,113.595247021
1019,111.43484434
1020,109.927315256
1021,112.390223476
1022,112.626277995
1023,111.176071409
1024,109.181224682
1025,111.231674391
1026,112.31025174
1027,111.182126818
1028,109.570305742
1029,113.528983654
1030,114.343445444
1031,112.923318791
1032,111.403618063
1033,109.77773196
1034,108.964257791
1035,113.445253652
1036,114.520804948
1037,112.6833494
1038,109.266148588
1039,107.825562234
1040,114.82252582
1041,114.537625509
1042,107.870205634
1043,109.689503027
1044,114.338658175
1045,109.053716087
1046,110.265259767
1047,112.106288016
1048,109.48029718
1049,111.687936301
1050,112.264540096
1051,108.987667523
1052,107.394853719
1053,109.389772806
1054,109.715993693
1055,112.142558976
1056,112.137637619
1057,108.293429809
1058,110.554227452
1059,110.729759707
1060,108.389909974
1061,109.550113834
1062,110.798067307
1063,109.621111619
1064,108.996298728
1065,110.043085625
1066,108.843263238
1067,104.719679221
1068,105.611959798
1069,106.892379133
1070,105.648783591
1071,103.851433189
1072,105.190864682
1073,104.132354791
1074,103.17019174
1075,103.840194996
1076,104.20431512
1077,102.737405525
1078,102.770701245
1079,103.001900733
1080,103.771782359
1081,102.415649215
1082,102.361168163
1083,102.621941808
1084,103.322618077
1085,102.75417971
1086,103.218773479
1087,102.640871469
1088,103.168906505
1089,103.631051913
1090,102.407821866
1091,102.631213137
1092,102.643742041
1093,102.561743461
1094,102.816678467
1095,102.677251243
1096,102.479508558
1097,103.210428925
1098,102.669968184
1099,101.958590117
1100,102.1103316
1101,101.623330835
1102,101.254844438
1103,100.953761533
1104,100.902031384
1105,101.767755385
1106,101.49359858
1107,102.172910911
1108,101.956057359
1109,102.161790379
1110,102.305052929
1111,102.07498045
1112,102.53024987
1113,104.134722059
1114,103.653074591
1115,106.289965137
1116,111.299358529
1117,111.250247742
1118,108.83416059
1119,105.180437929
1120,107.208497223
1121,111.336974104
1122,115.211699804
1123,112.325110152
1124,108.330745339
1125,108.21656796
1126,110.629372347
1127,109.431465548
1128,108.267080126
1129,110.716678156
1130,110.517380341
1131,106.838284108
1132,104.675498438
1133,110.083603545
1134,115.600698629
1135,109.573215924
1136,107.512800344
1137,110.294331816
1138,112.693237522
1139,109.87904256
1140,109.348406667
1141,107.189169182
1142,106.096372294
1143,108.588239594
1144,109.99480673
1145,109.273121188
1146,111.032645605
1147,115.177716426
1148,109.840504977
1149,108.00307905
1150,110.023962879
1151,110.240765427
1152,106.611857576
1153,104.707334352
1154,107.210297186
1155,107.601881763
1156,106.626373417
1157,107.42731352
1158,112.090885388
1159,112.837956076
1160,110.759735197
1161,110.81537176
1162,110.185029771
1163,108.71080621
1164,113.0138181
1165,114.085799402
1166,111.706341688
1167,114.505949321
1168,116.091532828
1169,116.842648329
1170,116.464084634
1171,114.077708363
1172,114.811401849
1173,116.75139652
1174,117.901849307
1175,116.395422109
1176,116.741764088
1177,118.700444003
1178,120.329221635
1179,117.214171686
1180,115.365745324
1181,116.490650456
1182,117.686256892
1183,117.292517235
1184,116.828931721
1185,117.636340366
1186,116.523269362
1187,115.817000811
1188,117.281379886
1189,118.535487867
1190,117.197557229
1191,117.674902198
1192,118.43351388
1193,120.60510909
1194,120.065482262
1195,114.781160733
1196,113.954221815
1197,116.703406523
1198,119.320031201
1199,119.669975255
1200,119.63077764
1201,117.266206932
1202,118.519963146
1203,117.731889547
1204,116.984811905
1205,117.253760225
1206,119.359325263
1207,115.679506396
1208,115.126896606
1209,115.906107485
1210,116.166884508
1211,117.231202853
1212,117.974396721
1213,118.963287013
1214,119.269203177
1215,120.2488384
1216,119.243681271
1217,121.008961615
1218,118.609928771
1219,118.926519976
1220,121.372509702
1221,118.972907082
1222,118.27009855
1223,119.742170428
1224,119.858927811
1225,116.946005108
1226,116.103910488
1227,118.568309712
1228,119.322921071
1229,117.457473194
1230,118.006750059
1231,116.641393966
1232,115.794022059
1233,116.573712692
1234,119.918401586
1235,117.947810784
1236,117.17063676
1237,118.345140055
1238,120.312634404
1239,120.512391314
1240,117.771725297
1241,116.522149506
1242,117.521358375
1243,115.656891205
1244,117.441060738
1245,117.504903806
1246,117.617520347
1247,115.715766927
1248,116.320407963
1249,115.010773806
1250,113.599619887
1251,112.817605929
1252,113.475853365
1253,114.388149384
1254,114.482883072
1255,113.244383369
1256,112.740122624
1257,112.839422252
1258,115.202686756
1259,114.758994123
1260,114.459080826
1261,113.26099004
1262,112.534206135
1263,113.110100609
1264,114.48160267
1265,113.774400842
1266,112.818995997
1267,111.73982956
1268,111.010402741
1269,111.710016278
1270,111.739917047
1271,110.306160353
1272,109.596574719
1273,110.345480339
1274,112.284579031
1275,113.146035039
1276,110.689014612
1277,109.637751503
1278,110.683364166
1279,111.416488526
1280,110.833992514
1281,111.166163282
1282,112.835055305
1283,113.426480463
1284,112.607146834
1285,110.353377949
1286,111.165887095
1287,112.040354069
1288,112.003938394
1289,110.413772268
1290,109.343402887
1291,112.245687553
1292,115.682002502
1293,112.719997991
1294,110.316956595
1295,111.02862608
1296,112.672496503
1297,111.195819886
1298,109.311901583
1299,112.076667329
1300,111.450373273
1301,110.741949857
1302,113.664714965
1303,114.379559377
1304,112.889148371
1305,111.908050307
1306,111.417368793
1307,111.799259657
1308,116.536264094
1309,114.682564324
1310,112.039889051
1311,112.504810955
1312,114.910575092
1313,114.613511944
1314,113.498253691
1315,113.561211799
1316,116.231721499
1317,114.862805497
1318,114.153086406
1319,113.651813143
1320,111.755511373
1321,114.882820503
1322,115.984216161
1323,114.407866359
1324,113.867983343
1325,114.504747702
1326,113.02240573
1327,113.601678311
1328,114.979413876
1329,113.512876531
1330,113.765239385
1331,114.522455996
1332,114.175238967
1333,116.521346941
1334,116.894727039
1335,115.71262118
1336,116.244924835
1337,114.57513682
1338,113.04494233
1339,114.055152257
1340,116.102007927
1341,115.803984577
1342,112.695333837
1343,113.260684026
1344,116.20804079
1345,114.34572627
1346,113.132561094
1347,113.867981779
1348,114.159316817
1349,114.535216997
1350,114.923098777
1351,115.522895489
1352,114.713709103
1353,115.205094685
1354,116.003642978
1355,113.243235502
1356,113.863647149
1357,114.227535095
1358,114.881381493
1359,115.642617651
1360,113.652217422
1361,112.72206039
1362,113.596406666
1363,113.446516841
1364,114.638261892
1365,115.902448341
1366,117.751493737
1367,117.316423273
1368,114.473689174
1369,115.507728887
1370,115.71233963
1371,117.089272874
1372,115.568700174
1373,114.42604218
1374,114.934694126
1375,115.983988417
1376,116.213531138
1377,116.133660955
1378,116.447058971
1379,117.199689884
1380,118.134230849
1381,117.696674392
1382,116.393547222
1383,116.424143701
1384,114.907005513
1385,114.714728991
1386,115.534060691
1387,117.438744312
1388,114.414133961
1389,116.666908826
1390,118.183998873
1391,117.602125583
1392,116.210860492
1393,118.129099028
1394,117.562925005
1395,116.158832573
1396,115.517459881
1397,115.957208004
1398,116.128479105
1399,116.53113094
1400,116.40687639
1401,115.894795811
1402,115.560356553
1403,117.118460442
1404,117.33261234
1405,115.746321884
1406,114.978285394
1407,115.178692528
1408,116.719431371
1409,116.038489773
1410,114.256968156
1411,116.448712377
1412,116.053037672
1413,114.212740527
1414,115.322659327
1415,118.663697235
1416,118.958062012
1417,118.732418026
1418,116.380176993
1419,116.728344102
1420,117.438428162
1421,117.649610263
1422,120.126682166
1423,118.575664113
1424,117.712803963
1425,119.111759202
1426,118.843952778
1427,119.408882039
1428,119.105138571
1429,120.186907947
1430,120.446511515
1431,119.913443626
1432,119.553089298
1433,119.81515092
1434,120.195500061
1435,119.331172646
1436,120.568801216
1437,120.645247239
1438,116.978729261
1439,116.074442457
1440,118.466416155
1441,118.161519387
1442,116.217935344
1443,116.401269147
1444,118.891446366
1445,121.204520939
1446,118.778833306
1447,116.172108279
1448,115.83913923
1449,119.681087235
1450,119.678091965
1451,119.85482311
1452,114.806505102
1453,116.94276922
1454,120.383533171
1455,117.924354062
1456,115.070481999
1457,116.013355255
1458,118.253368406
1459,118.476985203
1460,117.745403159
1461,119.039902723
1462,119.824640231
1463,117.016847101
1464,115.434772216
1465,118.405941742
1466,122.164379947
1467,121.714240692
1468,117.479478453
1469,116.549010703
1470,119.09387798
1471,120.324103277
1472,122.424664685
1473,119.591300239
1474,116.483319307
1475,116.538969947
1476,117.138595981
1477,118.084964939
1478,120.470675393
1479,118.663424504
1480,117.639392049
1481,116.261974438
1482,115.49594165
1483,117.264394336
1484,119.226950269
1485,120.648137569
1486,120.09288658
1487,117.20117088
1488,118.027418013
1489,121.58548268
1490,121.170207235
1491,119.901434266
1492,117.717853432
1493,118.353045047
1494,118.563024768
1495,119.166720151
1496,120.933100204
1497,118.896846441
1498,118.899196409
1499,116.55592498
1500,117.322096497
1501,118.71936259
1502,120.9370955
1503,119.273520873
1504,118.252497135
1505,116.94560885
1506,119.620415267
1507,121.052245733
1508,119.995622396
1509,117.181630477
1510,114.645821475
1511,117.453020647
1512,118.128366006
1513,116.443348881
1514,117.416824123
1515,115.029788767
1516,115.637299475
1517,117.493605364
1518,115.296683815
1519,113.009119874
1520,113.86290575
1521,115.069535349
1522,114.833618747
1523,114.239960344
1524,113.25159582
1525,114.598217514
1526,114.716694575
1527,115.753384777
1528,116.474551409
1529,115.025486867
1530,116.207428891
1531,114.154525975
1532,114.281573824
1533,114.6225039
1534,114.679176937
1535,115.16856575
1536,115.184186357
1537,114.196571496
1538,114.554940303
1539,115.11774193
1540,117.198145716
1541,117.014391515
1542,115.238812098
1543,115.569753522
1544,116.168603931
1545,117.428229532
1546,116.681588476
1547,117.939323018
1548,118.097983537
1549,117.083743309
1550,115.554595492
1551,114.254055516
1552,116.276135812
1553,117.043438279
1554,116.184105032
1555,117.326142357
1556,119.090602653
1557,119.054331277
1558,118.927204735
1559,116.432152952
1560,116.4213604
1561,117.551712315
1562,120.388929056
1563,116.921317099
1564,114.657020731
1565,115.222731388
1566,115.408965372
1567,116.12153989
1568,118.516534271
1569,117.621990461
1570,117.628134103
1571,114.857943539
1572,112.412050523
1573,114.729532695
1574,116.167252456
1575,115.382508687
1576,116.170159213
1577,116.680677642
1578,114.956600133
1579,113.262146078
1580,115.21777699
1581,113.764506353
1582,114.331707785
1583,114.454581151
1584,114.595980715
1585,115.89985076
1586,113.710646128
1587,113.966904826
1588,116.991925105
1589,117.918229939
1590,117.534371606
1591,117.342501963
1592,117.415019287
1593,115.375795073
1594,114.693831447
1595,115.519012269
1596,118.146179882
1597,116.13488926
1598,115.773120681
1599,116.155278134
1600,116.156027775
1601,116.764154092
1602,116.65668686
1603,115.062338603
1604,116.37045637
1605,118.580855432
1606,117.961732145
1607,113.748282833
1608,113.509345089
1609,114.429131485
1610,115.98377174
1611,115.880420102
1612,115.571428942
1613,115.449751107
1614,115.892982785
1615,116.176262184
1616,115.845757196
1617,116.249423404
1618,117.558414294
1619,116.469114792
1620,115.209932653
1621,114.909215546
1622,116.210652273
1623,114.822307151
1624,112.310187637
1625,112.605345394
1626,113.61561194
1627,113.816841185
1628,112.370582056
1629,114.261975094
1630,114.721037831
1631,112.667758265
1632,114.148480548
1633,118.28770537
1634,115.719332498
1635,111.002485218
1636,113.167925694
1637,112.982493733
1638,114.085360769
1639,114.100366601
1640,115.016539869
1641,113.751134342
1642,114.20889027
1643,112.468760014
1644,113.570521172
1645,112.338015647
1646,113.092014539
1647,113.991221039
1648,113.527247049
1649,112.38031965
1650,111.903690297
1651,111.064309509
1652,112.747700016
1653,114.303887405
