,predictions
409,20.0881211701
410,21.5878432058
411,20.4630382181
412,20.1662777563
413,20.1506168444
414,20.2404601161
415,21.3609642632
416,21.7444585103
417,21.5507588037
418,20.344446896
419,21.6888027255
420,21.5434495268
421,22.9142311159
422,25.7235181861
423,23.8755874896
424,25.0593753599
425,26.7661149413
426,26.0741720356
427,26.6318519623
428,27.7930384741
429,25.0314698202
430,23.7136902426
431,25.1194735709
432,24.1160466251
433,24.1832683906
434,22.4733694677
435,20.7145961161
436,20.7571211173
437,22.8038275159
438,20.3198158165
439,20.9889578006
440,22.1737518357
441,20.9133265758
442,23.2516147919
443,22.3941251367
444,22.7402603878
445,23.3688668606
446,21.3643993665
447,23.4226495556
448,23.2132736662
449,22.1244862294
450,22.391308025
451,23.016192053
452,23.1098560917
453,22.8941536221
454,22.3360860218
455,23.3664899307
456,22.6726812448
457,24.7805464382
458,23.6787786252
459,24.1816780057
460,24.8426016009
461,25.7686247152
462,24.9665114753
463,26.0662734134
464,26.2149292589
465,25.846158924
466,23.2001917952
467,23.5281489774
468,21.927000269
469,22.9637685602
470,21.7097498821
471,22.5366744777
472,20.2982566057
473,20.036344109
474,20.5859043805
475,22.1058225211
476,21.0493898384
477,21.3654063665
478,21.8860778251
479,20.2951912049
480,22.1014464453
481,20.1446835039
482,21.4425006057
483,20.5060504952
484,20.3690663762
485,21.4169224137
486,20.866846369
487,20.690971662
488,22.0489763781
489,20.3332785635
490,23.5689939014
491,22.6343323285
492,21.17918526
493,19.9716855604
494,20.7599409747
495,19.5880160255
496,21.222401935
497,21.483265226
498,20.5915973085
499,19.6279356332
500,19.3405538962
501,19.7943700633
502,20.3814676997
503,20.8222885281
504,21.9843839535
505,22.1039580844
506,22.3736460827
507,22.5924166028
508,23.3540074938
509,23.0086140144
510,21.7113540481
511,21.9691841898
512,20.0032405597
513,19.2615896554
514,18.4985149016
515,18.8599534398
516,20.4693127753
517,18.6344674623
518,19.7233839509
519,19.2512494679
520,19.7708254786
521,19.4519104511
522,19.3744735962
523,19.5590664906
524,19.473385558
525,19.8462916985
526,20.1044835651
527,20.2279549386
528,21.4295911639
529,21.9404453766
530,23.2725755004
531,23.2190870751
532,21.2549257297
533,19.3535488161
534,18.7422936641
535,19.7169676306
536,20.9887543765
537,20.0540124898
538,20.2128812325
539,20.6296114749
540,19.1029526988
541,20.7464674014
542,20.3586562736
543,20.220250359
544,20.2827699734
545,21.4261349719
546,20.4582551865
547,19.9112771082
548,20.470330202
549,21.5242447775
550,20.4969446023
551,21.5475914297
552,21.7175636639
553,21.8190169382
554,20.9396524216
555,22.8989089957
556,20.9469502022
557,21.7554902508
558,19.9508525194
559,21.6924912653
560,21.872752197
561,19.8963477438
562,20.252099278
563,20.3399410883
564,20.4190408484
565,20.6364977413
566,21.679560269
567,22.0274359619
568,23.8306789569
569,23.3291634933
570,23.5238317939
571,22.7640878454
572,22.0128041781
573,22.7345034394
574,21.0654810054
575,22.3846435621
576,22.7592785055
577,21.5138573417
578,21.6445310517
579,20.2604336639
580,20.6905994727
581,20.9829709693
582,20.5873357199
583,21.1632375541
584,21.5017653887
585,21.8652743545
586,23.5884827098
587,21.9585940608
588,21.1235801381
589,21.790139055
590,20.9299662724
591,22.6492737523
592,21.6535904018
593,22.4187874929
594,19.8413626057
595,20.2051292207
596,21.4749203987
597,21.6332488511
598,21.1283938625
599,22.0926589037
600,21.4388092612
601,21.7145943734
602,19.928378843
603,21.1467690835
604,20.44693734
605,21.0819489378
606,21.3151344313
607,21.9184649932
608,23.0148742588
609,23.2586346395
610,22.4353974313
611,21.5225398713
612,22.1515158246
613,22.0439268887
614,21.2394323335
615,20.6285628956
616,20.481341016
617,20.3855169273
618,21.0517568416
619,20.8844313214
620,21.4747366154
621,20.7312291101
622,20.8203713266
623,20.4328776299
624,21.4759424547
625,21.8840696858
626,21.7579460693
627,19.8446557733
628,20.1166587794
629,20.0603738477
630,20.7929358117
631,20.4136529554
632,20.642903352
633,20.39862145
634,21.3389144472
635,19.7630212261
636,19.2609451911
637,20.5608260855
638,19.956721831
639,18.2193620083
640,18.2689665841
641,18.9415697576
642,19.806743593
643,19.2998798722
644,19.9401787897
645,21.7810144941
646,20.8982420355
647,19.9699017825
648,18.7674656828
649,19.3144373069
650,19.6689514887
651,20.0829410029
652,19.6070200387
653,19.8569640023
654,20.5099674373
655,19.1741777858
656,20.9660554531
657,20.4224019395
658,20.2478591501
659,19.3047941903
660,19.8881941136
661,21.9681251427
662,20.3196067831
663,18.3809475436
664,20.1543092049
665,19.0660265785
666,19.6572014123
667,19.9060244477
668,20.1673701319
669,18.7718469825
670,20.2502922586
671,18.8648750621
672,18.9072781081
673,19.2796159103
674,19.9788512557
675,17.8200130739
676,18.8322508917
677,19.9348316259
678,19.9582285121
679,19.0250820144
680,18.8215234857
681,20.7090790592
682,19.2324088588
683,19.1355009098
684,19.1346242398
685,18.8280458726
686,20.5291880419
687,18.9238734734
688,20.515290694
689,19.8402944566
690,20.4142377917
691,20.1722400803
692,20.0008100602
693,20.9140756559
694,21.0492692742
695,20.6266308607
696,20.0499664056
697,19.8468296263
698,20.6566970976
699,19.5020855746
700,19.7893782289
701,20.2134110644
702,20.1298205699
703,20.1894027232
704,21.6040552927
705,20.7102505316
706,20.817640808
707,22.2179975068
708,21.9108587108
709,21.5882698912
710,22.3673870742
711,21.0731721635
712,21.8691601627
713,23.2551318797
714,23.4570787377
715,23.2125938107
716,22.7579560458
717,25.6026167035
718,26.3740387839
719,24.8300971857
720,23.5528184342
721,25.7233725961
722,26.2139955698
723,25.7026261469
724,24.5184198791
725,24.500710273
726,23.5540233196
727,24.3033843176
728,24.6461638579
729,23.8866069096
730,24.5806614853
731,23.5383697837
732,22.5200367304
733,22.5525514309
734,22.5631824282
735,22.3232498959
736,22.802843575
737,23.122407432
738,22.4729433417
739,23.0338742961
740,22.4315243503
741,23.8784568203
742,22.9606067868
743,23.6491312997
744,22.9751190693
745,24.0179963657
746,24.1492093283
747,24.5467689883
748,24.5126210077
749,23.7261384134
750,23.6182866882
751,24.2577260129
752,22.3195715962
753,21.7391701373
754,21.8624399604
755,21.5889169193
756,21.428591392
757,23.1616523678
758,23.5618786233
759,22.6746125808
760,24.3892041822
761,24.5066381874
762,24.0383368187
763,22.5190624519
764,23.4258261882
765,23.5233806583
766,24.1287464486
767,23.0727733127
768,23.0568069147
769,23.2410436112
770,23.7461237187
771,23.1000466995
772,22.27864579
773,23.4549237725
774,23.0003109531
775,22.8950566376
776,21.7529568837
777,21.9574546638
778,23.2223430328
779,21.4438935975
780,21.0660492586
781,22.2442124638
782,20.7069969053
783,20.959262365
784,22.8526379668
785,23.3386525922
786,21.9667347456
787,22.2763579271
788,22.9147572348
789,23.0729005064
790,22.3659353877
791,20.9018177129
792,20.9843562882
793,19.4616214918
794,17.9093796748
795,19.0494890276
796,19.0826194397
797,18.8699345117
798,20.131436644
799,19.3862141888
800,19.4553528039
801,20.033466458
802,19.1521084234
803,20.2528372508
804,20.3604599189
805,20.5906591903
806,19.0462038662
807,19.6059023306
808,19.9000156787
809,19.3452298415
810,20.2227743141
811,20.4509598556
812,18.8092670414
813,17.4332761833
814,18.6173692267
815,19.5002114204
816,17.8575374163
817,17.9932527405
818,16.5008132509
819,17.9021779032
820,19.4249485715
821,19.2809330421
822,19.3129698156
823,19.9641387983
824,19.7190651359
825,18.1179596624
826,18.9337137254
827,19.0019114861
828,18.6100178063
829,18.9116833806
830,18.8114982721
831,19.225389363
832,19.2512187913
833,19.5231890843
834,19.19430753
835,18.5286126244
836,18.9569853063
837,18.7260351042
838,17.6989084131
839,18.3606353066
840,18.341944717
841,18.8844556433
842,18.9674521422
843,19.4618214305
844,19.4816855438
845,19.5172232697
846,19.8654819226
847,20.097519877
848,21.2991860811
849,20.2632631737
850,19.1329191
851,19.7622175103
852,20.9301865961
853,19.228774453
854,19.7490653395
855,19.6298750499
856,17.8239057857
857,17.9134016267
858,19.4582431771
859,19.535929501
860,19.576812437
861,20.2934456334
862,19.8199020869
863,21.2626746747
864,20.0020316604
865,19.7287010718
866,19.4474747464
867,19.1500574091
868,19.6915041218
869,18.6607644481
870,19.4973546961
871,20.2338024124
872,19.5553248459
873,17.7244772274
874,18.0106198473
875,16.6993485971
876,15.5233290998
877,16.3650119484
878,17.4038528079
879,17.5225694483
880,17.8312919066
881,16.1689994964
882,15.3045412939
883,15.6563473873
884,15.7285415626
885,15.6377894907
886,16.148935651
887,17.448119855
888,18.1856023292
889,18.5657186476
890,18.277582694
891,17.5183835258
892,18.267297112
893,17.9711885276
894,18.163513076
895,18.0156842883
896,17.2678833124
897,16.7873442964
898,16.6523314961
899,16.0249496506
900,16.0124943978
901,17.7538890181
902,18.4213824072
903,18.041764266
904,18.4243953771
905,17.2412144775
906,17.5289844363
907,17.0168865759
908,15.2519134456
909,16.7423941515
910,16.8570369814
911,17.9274673039
912,17.3686624166
913,16.8009903197
914,19.0091879795
915,18.4284562417
916,18.2189701109
917,17.6329785
918,17.4192513406
919,17.7251199009
920,16.5787088365
921,16.8632099305
922,19.0350358823
923,17.1651245597
924,17.1421843366
925,16.8332168861
926,15.8714320393
927,18.5016254764
928,17.7155599678
929,18.0601993713
930,17.9653990031
931,17.8470372809
932,17.5789632125
933,17.3806759966
934,18.3984310749
935,18.7688730152
936,18.8989683885
937,18.9268330015
938,18.8454316418
939,18.5700803766
940,19.5653273437
941,19.6304205572
942,19.1692673646
943,17.7766713091
944,18.8288895618
945,19.6656568781
946,19.1743245887
947,18.9353038413
948,19.0850427871
949,18.5983222846
950,20.5530569209
951,19.3950917485
952,20.256748192
953,19.7660713882
954,18.8225636766
955,19.5864331944
956,19.3494742744
957,16.8878470764
958,18.8706376157
959,18.0149960072
960,18.6935214337
961,19.4037218587
962,19.5089396837
963,20.7149645158
964,18.5145588246
965,19.5137056633
966,19.3834251299
967,21.3543289655
968,20.4511981045
969,19.7163910422
970,19.2751740238
971,18.9899889111
972,19.3488337656
973,19.2923176956
974,19.5622029785
975,18.7437391071
976,17.5582787539
977,18.3555943275
978,18.9315122605
979,19.7944933695
980,18.4793887855
981,18.899391796
982,19.7150039749
983,19.9791608923
984,20.5650578713
985,21.5061194352
986,20.6339741868
987,20.5883792328
988,21.1419073686
989,20.7891423423
990,21.132102951
991,21.2716958202
992,21.9401917153
993,19.8232513393
994,20.6024542587
995,19.5871938315
996,20.9038259795
997,19.9168667428
998,20.2567809235
999,20.3482407804
1000,20.0470857616
1001,19.3575809226
1002,19.3982689925
1003,21.2815391876
1004,22.0037565349
1005,19.6118842043
1006,20.5158182111
1007,22.0756181137
1008,21.9521459002
1009,21.1172538602
1010,21.3815993329
1011,22.2325029496
1012,21.9625406272
1013,22.8415426817
1014,21.91562618
1015,21.8694164421
1016,21.4386545715
1017,22.1897462273
1018,21.5211689632
1019,21.962818398
1020,21.7496960483
1021,20.7687892619
1022,20.2633499858
1023,20.9210586916
1024,21.9868905852
1025,22.1293796174
1026,21.7411825997
1027,21.8863838483
1028,22.5533399174
1029,22.2478559896
1030,22.9209825966
1031,24.7736186858
1032,23.8992466956
1033,23.957403967
1034,24.3087683798
1035,24.9730972553
1036,23.0039737495
1037,22.7275986881
1038,22.6296127794
1039,22.8341478786
1040,24.6789373118
1041,22.2436394228
1042,21.6883122181
1043,21.1950726821
1044,21.0274220465
1045,21.9340577497
1046,21.8983761033
1047,23.8228492095
1048,24.2441895587
1049,25.1192934924
1050,24.7379293751
1051,25.3483368799
1052,26.835538652
1053,25.7141987767
1054,23.3467562455
1055,23.151318229
1056,23.7125099026
1057,24.324809739
1058,22.9448794145
1059,25.8425077009
1060,26.2372999439
1061,26.5107627015
1062,27.0536728782
1063,27.1499811321
1064,26.7334843096
1065,26.0049160042
1066,26.2967205732
1067,26.9515822059
1068,24.8760004748
1069,25.7033985578
1070,27.3901591187
1071,25.604870046
1072,27.0583490684
1073,27.9468681925
1074,25.4193788119
1075,23.6114963439
1076,23.1746617656
1077,22.7191072119
1078,23.74423906
1079,25.1346018833
1080,23.0913639565
1081,23.530330417
1082,23.5417806908
1083,26.217348716
1084,25.2358475825
1085,25.9303575571
1086,26.4130267616
1087,27.5160202608
1088,27.4927123593
1089,28.1932455127
1090,27.932937279
1091,27.2816160322
1092,26.7091770128
1093,23.7222025279
1094,25.0235921436
1095,23.8934129405
1096,23.756887447
1097,24.1875734996
1098,26.4436777006
1099,25.2138311285
1100,26.2050169517
1101,25.1915217258
1102,25.5849027612
1103,26.5815176837
1104,25.1359122484
1105,24.2114833795
1106,25.5042599954
1107,25.5968150089
1108,24.7593872694
1109,25.1274873861
1110,23.6258035942
1111,24.5968760434
1112,23.9030892477
1113,25.322916703
1114,25.5288167894
1115,25.6503761853
1116,27.9666670772
1117,25.2475897877
1118,23.8078457975
1119,23.456500552
1120,22.3787187888
1121,24.9166047943
1122,24.9833192649
1123,26.3023767135
1124,27.7862733845
1125,28.8488183606
1126,23.4877160567
1127,26.6574070885
1128,25.4363271102
1129,25.2898867804
1130,26.849379585
1131,27.9443346544
1132,25.1780363779
1133,25.2285454186
1134,24.419316854
1135,26.0543338728
1136,23.8801430552
1137,22.5470968574
1138,23.3012776103
1139,21.9868980755
1140,21.8226139624
1141,21.6601818554
1142,23.0105700192
1143,23.4519379359
1144,23.3035668423
1145,22.4728304815
1146,21.4896173158
1147,21.7021264249
1148,22.0914335224
1149,23.3441364518
1150,24.5496640853
1151,22.3142426595
1152,22.3325687471
1153,23.9041841764
1154,25.1333959151
1155,22.7716027292
1156,24.335738999
1157,26.5618451356
1158,22.3272944202
1159,26.1122592532
1160,22.2030295973
1161,22.1589607494
1162,25.0534572419
1163,22.6072650727
1164,22.0971562977
1165,23.1299192237
1166,22.143172016
1167,22.9883322455
1168,22.9245074526
1169,22.8593272667
1170,22.2756671607
1171,23.8551197993
1172,22.3476725829
1173,23.8427110404
1174,23.080676537
1175,24.0478860547
1176,24.4287952061
1177,22.1913697754
1178,24.5170172396
1179,23.923475064
1180,22.7622209519
1181,22.9060352011
1182,24.2376960967
1183,24.1297400148
1184,24.1625463328
1185,21.4223603418
1186,21.1600091647
1187,22.5111856289
1188,20.6662556952
1189,21.1226038137
1190,23.3168493249
1191,22.0846911531
1192,22.3779772041
1193,23.4131461762
1194,23.1582311476
1195,21.7048686106
1196,21.9162896744
1197,23.2536872036
1198,22.3832886696
1199,23.2746595462
1200,24.6436891571
1201,24.0694309578
1202,22.7686747204
1203,21.5651422381
1204,22.1153451507
1205,22.4010656619
1206,23.4756109198
1207,23.1990198053
1208,25.8688296833
1209,24.4641152795
1210,24.93484401
1211,24.7552400213
1212,24.9360700899
1213,22.4076199933
1214,22.7198891584
1215,23.4995178302
1216,25.0188476766
1217,28.3084111707
1218,24.0891730461
1219,22.9060030105
1220,21.5000613633
1221,22.4915605785
1222,22.0026150741
1223,24.3215748729
1224,24.0320136518
1225,23.5023923718
1226,20.8878781075
1227,22.0742185423
1228,22.8843632229
1229,23.6387727307
1230,22.6090009951
1231,22.9935877176
1232,24.3309230318
1233,23.9354004165
1234,23.7563842677
1235,23.5815577124
1236,20.9145836413
1237,23.9518704286
1238,22.7871704785
1239,24.3872948065
1240,23.1254927916
1241,22.0017431588
1242,22.7158612502
1243,22.9290043865
1244,21.8396808553
1245,21.6770937144
1246,22.2879829815
1247,23.0667916861
1248,24.8000112267
1249,25.6377988442
1250,23.8297472362
1251,24.8761805677
1252,21.5059487345
1253,21.9212745122
1254,21.8147204165
1255,22.4434526008
1256,21.5291726579
1257,22.8622923283
1258,20.7878624381
1259,20.6963648271
1260,19.9710324191
1261,19.0422157477
1262,21.8197006541
1263,20.7752720628
1264,21.3867976451
1265,21.3332837292
1266,21.4956884956
1267,19.5126334752
1268,20.0660044906
1269,21.0502580707
1270,17.1674439329
1271,16.9578473541
1272,17.9902746793
1273,19.9038399498
1274,20.2818225843
1275,20.0246592315
1276,19.9902498523
1277,20.9411932502
1278,19.6152398131
1279,19.1268886671
1280,20.583142475
1281,19.5589796038
1282,19.0642602311
1283,19.4270175664
1284,18.4891100483
1285,19.7093720887
1286,19.2439213478
1287,20.7809990243
1288,20.0734721805
1289,20.8790588708
1290,20.2615926379
1291,19.8557326268
1292,19.7105709674
1293,20.2903746234
1294,21.4266335156
1295,23.260487815
1296,22.4490185884
1297,22.8227559656
1298,18.7903821021
1299,18.2752743812
1300,17.7306666195
1301,18.5963097573
1302,18.4776218916
1303,18.3562660384
1304,17.7539730957
1305,16.5055012356
1306,15.2758690561
1307,15.9861439961
1308,17.4201458048
1309,16.7562071149
1310,17.4846915596
1311,17.5646850506
1312,17.1932242055
1313,18.4583853825
1314,17.6538629471
1315,18.9880564566
1316,18.9608262916
1317,19.9458943036
1318,20.2907291371
1319,18.232332211
1320,18.6447079242
1321,18.654675067
1322,18.2073203216
1323,18.4776417206
1324,19.2530654644
1325,20.1067073513
1326,19.1024193405
1327,18.95906087
1328,17.4929190609
1329,18.1479358663
1330,18.1110591385
1331,18.9477517204
1332,18.866460982
1333,19.9261897395
1334,21.0710550874
1335,20.7098812362
1336,18.9759466298
1337,20.4700813163
1338,19.6535450773
1339,18.9446958117
1340,19.7813550481
1341,18.9693072115
1342,18.8201677981
1343,19.4739424058
1344,18.9068132753
1345,20.2527547707
1346,18.1012303558
1347,20.3068471889
1348,20.6014695013
1349,22.1044739532
1350,21.0692420584
1351,20.9270238011
1352,20.9172116009
1353,19.8517415755
1354,20.0254728476
1355,19.7470820213
1356,20.8389691481
1357,20.6300833035
1358,20.4361665874
1359,20.4635465458
1360,21.8713132309
1361,21.0181829516
1362,19.4267956652
1363,21.0140520081
1364,19.6259709913
1365,19.1089052579
1366,19.4648770829
1367,18.9932831791
1368,19.9016633901
1369,19.92999511
1370,19.3775566577
1371,19.4807178894
1372,20.2403114039
1373,21.1774628251
1374,19.8703084215
1375,20.3675755295
1376,19.3863536125
1377,19.2942185888
1378,20.4390691233
1379,20.087675556
1380,17.6179467461
1381,19.2713358859
1382,19.1404136127
1383,18.8396884543
1384,20.3030361786
1385,19.1535902337
1386,20.3099253775
1387,19.9030928462
1388,19.5227854315
1389,19.2692066928
1390,19.8918948995
1391,19.2951247411
1392,20.077642343
1393,20.2555586418
1394,20.7035073866
1395,19.3344006713
1396,19.32935286
1397,21.2161132924
1398,21.6694554121
1399,23.4398931059
1400,21.3056155693
1401,19.4431565278
1402,18.5845516394
1403,18.8829190991
1404,19.0860940585
1405,17.2495523812
1406,19.6505250125
1407,18.6251974804
1408,18.723204211
1409,19.052001409
1410,16.9508076202
1411,18.8528228824
1412,19.0167638077
1413,19.5816242981
1414,17.6745619498
1415,17.1096364788
1416,18.7499048093
1417,19.379670696
1418,19.0770364334
1419,21.3719564369
1420,21.1146399014
1421,19.0859449016
1422,17.0061187933
1423,19.3158095794
1424,19.8482130851
1425,19.1765537225
1426,18.8321463854
1427,19.4582251724
1428,20.6880578137
1429,21.1841050849
1430,19.6990114862
1431,21.5040864215
1432,22.2072562424
1433,21.1389651305
1434,21.1877741713
1435,21.0715531354
1436,21.4781945763
1437,20.8920863418
1438,21.181427277
1439,21.1157274212
1440,19.0918815893
1441,19.1190664929
1442,18.6616426172
1443,19.3561466109
1444,20.1724925859
1445,20.0338436633
1446,20.3576911858
1447,19.3861492685
1448,18.4584340084
1449,19.5127023301
1450,19.2471831605
1451,18.8619446737
1452,18.6676316188
1453,19.3634899495
1454,19.3307101195
1455,19.4070652945
1456,17.8422280214
1457,18.8222356926
1458,19.6684610709
1459,18.9027519053
1460,18.4422562189
1461,18.838026868
1462,18.4103276142
1463,19.1248623466
1464,21.2265612692
1465,20.9666804336
1466,21.1679406324
1467,20.0279628758
1468,19.2208859404
1469,19.2364441353
1470,20.5249635787
1471,19.2805971523
1472,17.2221779659
1473,17.2037580045
1474,17.210620714
1475,20.5516058499
1476,18.4042388442
1477,17.5530125956
1478,16.7497792583
1479,17.5984192562
1480,18.4851732103
1481,17.801896107
1482,17.9054596923
1483,17.967456233
1484,18.1592926381
1485,17.547388109
1486,17.9911345249
1487,18.8462283436
1488,19.077628647
1489,18.5840034605
1490,18.4255147736
1491,18.7955656971
1492,19.1485723947
1493,20.0126202055
1494,18.9208066008
1495,18.743791819
1496,19.0648557782
1497,19.3942685555
1498,19.5742406112
1499,20.0495284115
1500,20.5648671816
1501,20.0207153207
1502,21.2047569218
1503,22.5070683783
1504,23.3777127676
1505,21.1326513139
1506,21.0085999572
1507,20.0092229571
1508,20.5217068905
1509,18.5891645979
1510,18.9411096545
1511,18.8082084608
