,lamb=1,lamb=2,lamb=3,lamb=4
41,51.3260986444698,71.0677331433173,80.1340384952767,85.0189039577161
42,51.3062050077007,71.0598173034375,80.1316759527843,85.0182771300049
43,51.2719504630643,71.0457355328541,80.1273338794238,85.0170869188231
44,51.2223843367318,71.0246753048924,80.1206220289356,85.0151853643868
45,51.1565080074215,70.9957413673573,80.1110899653824,85.0123937608834
46,51.0732727482382,70.9579481981006,80.0982187192246,85.0084968958356
47,50.9715774772979,70.9102118135376,80.0814113540732,85.0032362716621
48,50.8502664134307,70.8513408767530,80.0599823072819,84.9963021362835
49,50.7081266331134,70.7800270475564,80.0331453508036,84.9873241209392
50,50.5438855246291,70.6948345122280,80.0000000000000,84.9758602500309
51,50.3562081352925,70.5941886257147,79.9595161771084,84.9613840490547
52,50.1436944074185,70.4763635936625,79.9105169125754,84.9432694316583
53,49.9048762985380,70.3394691158801,79.8516588411780,84.9207729945625
54,49.6382147811905,70.1814359065788,79.7814102204217,84.8930132883628
55,49.3420967174379,70.0000000000000,79.6980261657769,84.8589465617276
56,49.0148316030549,69.7926857427769,79.5995207604761,84.8173383946963
57,48.6546481761501,69.5567873665507,79.4836356563827,84.7667305418417
58,48.2596908847699,69.2893490259172,79.3478047363462,84.7054021959372
59,47.8280162078215,68.9871431776873,79.1891143569160,84.6313247550372
60,47.3575888234288,68.6466471676339,79.0042586326428,84.5421090277817
61,46.8462776186066,68.2640178803321,78.7894891587591,84.4349436400363
62,46.2918515338976,67.8350642963104,78.5405584969948,84.3065232069787
63,45.6919752363684,67.3552177884546,78.2526566687665,84.1529646041340
64,45.0442046141042,66.8194999763813,77.9203398099987,83.9697094036794
65,44.3459820850708,66.2224879432488,77.5374500412831,83.7514102328462
66,43.5946317129378,65.5582766041176,77.0970254947388,83.4917984528005
67,42.7873541221655,64.8204379984315,76.5911993134247,83.1835301413271
68,41.9212212043592,64.0019772613710,76.0110862989560,82.8180068821042
69,40.9931706075828,63.0952850096350,75.3466557263867,82.3851673071157
70,40.0000000000000,62.0920858565282,74.5865886705355,81.8732446949740
71,38.9383610988760,60.9833827489613,73.7181179926494,81.2684851829774
72,37.8047534556239,59.7593967949851,72.7268489182502,80.5548202888188
73,36.5955179872180,58.4095022246437,71.5965578935742,79.7134864408121
74,35.3068302439197,56.9221560991143,70.3089671362566,78.7225830622684
75,33.9346934028737,55.2848223531423,68.8434919925785,77.5565594219863
76,32.4749309767233,53.4838897235189,67.1769578750365,76.1856189206925
77,30.9231792259789,51.5045830816180,65.2832831761633,74.5750277003608
78,29.2748792634298,49.3308676506078,63.1331241329167,72.6843124023261
79,27.5252688384440,46.9453455476896,60.6934771455114,70.4663295179374
80,25.6693737885242,44.3291440483704,57.9272335297135,67.8661860224778
81,23.7019991450022,41.4617949231106,54.7926810960829,64.8199878018825
82,21.6177198792484,38.3211041464583,51.2429462964978,61.2533887062866
83,19.4108712752437,34.8830112247089,47.2253699497670,57.0799088183296
84,17.0755389138165,31.1214373299329,42.6808087456062,52.1989856194429
85,14.6055482532816,27.0081213655727,37.5428538201157,46.4937160725557
86,11.9944537906257,22.5124430213918,31.7369566854339,39.8282410977276
87,9.23552778677736,17.6012318030092,25.1794516695529,32.0447163631845
88,6.32174853886177,12.2385609431655,17.7764627660734,22.9598045924635
89,3.24578818168377,6.38552501785003,9.42268139319513,12.3606145194355
